,id,trait,sample_size,nsnp,year,consortium,author,note,group_name,mr,sex,pmid,priority,population,unit,build,category,subcategory,ontology,ncase,ncontrol,sd
34299,ukb-b-11065,Diagnoses - secondary ICD10: W01.0 Home,463010,9851867,2018,MRC-IEU,Ben Elsworth,41204#W010: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1122,461888,NA
34301,ukb-a-585,Diagnoses - main ICD10: R31 Unspecified haematuria,337199,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,7363,329836,NA
34306,ukb-b-18381,PCT responsible for patient data: SHEFFIELD PCT,463010,9851867,2018,MRC-IEU,Ben Elsworth,41229#5N4: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,6927,456083,NA
34311,ukb-b-10412,Time to complete round,110323,9851867,2018,MRC-IEU,Ben Elsworth,20133: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
34314,ukb-b-1431,Place of birth in UK - north co-ordinate,434576,9851867,2018,MRC-IEU,Ben Elsworth,129: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
34333,ukb-a-419,Reason for glasses/contact lenses: For short-sightedness  i.e. only or mainly for distance viewing such as driving  cinema etc (called 'myopia'),335700,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,26943,308757,NA
34337,bbj-a-125,Hematological malignancy,212453,8885805,2019,NA,Ishigaki K,NA,public,1,Males and Females,NA,0,East Asian,NA,HG19/GRCh37,Binary,NA,NA,1236,211217,NA
34347,ukb-b-6547,PCT where patients GP was registered: BURY PCT,463010,9851867,2018,MRC-IEU,Ben Elsworth,41230#5JX: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,3607,459403,NA
34348,ukb-d-L12_NONIONRADISKIN,Skin changes due to chronic exposure to nonionizing radiation,361194,9967146,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,1501,359693,NA
34350,ukb-d-M13_POLYARTHROPATHIES,#Polyarthropathies,361194,11300513,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,3275,357919,NA
34372,ukb-a-123,Treatment/medication code: atrovent 20micrograms inhaler,337159,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,334,336825,NA
34373,ukb-a-254,Doctor diagnosed hayfever or allergic rhinitis,83529,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,18934,64595,NA
34375,ieu-a-1188,Major Depressive Disorder,173005,13554550,2018,PGC,Wray,NA,public,1,Males and Females,29700475,0,European,\\N,HG19/GRCh37,Disease,Psychiatric / neurological,NA,59851,113154,NA
34394,ukb-a-454,Medication for pain relief  constipation  heartburn: Ibuprofen (e.g. Nurofen),333581,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,49411,284170,NA
34410,ukb-b-13217,Main speciality of consultant (recoded): Clinical oncology/ Radiotherapy,461132,9851867,2018,MRC-IEU,Ben Elsworth,41245#1160: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,4596,456536,NA
34413,met-d-IDL_TG_pct,Triglycerides to total lipids ratio in IDL,115078,12321875,2020,NA,Borges CM,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
34440,ukb-b-10162,Job involve night shift work,43440,9851867,2018,MRC-IEU,Ben Elsworth,3426: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
34450,ukb-b-16292,Diagnoses - secondary ICD10: I51.7 Cardiomegaly,463010,9851867,2018,MRC-IEU,Ben Elsworth,41204#I517: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1326,461684,NA
34461,ebi-a-GCST90002352,Neutrophil count,78744,14993933,2020,NA,Chen MH,NA,public,1,NA,32888493,0,East Asian,NA,HG19/GRCh37,NA,NA,NA,NA,NA,NA
34463,ukb-d-22617_2132,Job SOC coding: Software professionals,91149,11426983,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,3519,87630,NA
34465,ukb-b-2148,Facial ageing,423999,9851867,2018,MRC-IEU,Ben Elsworth,1757: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
34470,bbj-a-142,Periodontal disease,212453,8885805,2019,NA,Ishigaki K,NA,public,1,Males and Females,NA,0,East Asian,NA,HG19/GRCh37,Binary,NA,NA,3219,209234,NA
34483,ukb-b-6246,Bread roll intake,64940,9851867,2018,MRC-IEU,Ben Elsworth,101160: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
34486,met-d-L_HDL_PL_pct,Phospholipids to total lipids ratio in large HDL,115078,12321875,2020,NA,Borges CM,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
34495,ukb-a-557,Diagnoses - main ICD10: K62 Other diseases of anus and rectum,337199,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,9853,327346,NA
34502,ukb-b-4282,Prospective memory result,152605,9851867,2018,MRC-IEU,Ben Elsworth,20018: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
34520,ukb-b-20019,PCT where patients GP was registered: NEWCASTLE PCT,463010,9851867,2018,MRC-IEU,Ben Elsworth,41230#5D7: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,5490,457520,NA
34525,ukb-a-322,Ever taken oral contraceptive pill,180749,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,149365,31384,NA
34528,ukb-b-9306,"Non-cancer illness code, self-reported: back problem",462933,9851867,2018,MRC-IEU,Ben Elsworth,20002#1294: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,8246,454687,NA
34537,ukb-a-142,Treatment/medication code: allopurinol,337159,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,3819,333340,NA
34547,ukb-d-20544_6,Mental health problems ever diagnosed by a professional: Panic attacks,117722,12509516,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,6518,111204,NA
34576,ukb-b-13248,Treatment/medication code: warfarin,462933,9851867,2018,MRC-IEU,Ben Elsworth,20003#1140888266: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,4623,458310,NA
34582,ebi-a-GCST010118,Type 2 diabetes,433540,11222507,2020,NA,Spracklen CN,NA,public,1,NA,32499647,0,East Asian,NA,HG19/GRCh37,NA,NA,NA,77418,356122,NA
34597,ukb-d-I9_HYPTENS,Hypertension,361194,9646741,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,1237,359957,NA
34601,ebi-a-GCST90002323,Mean corpuscular hemoglobin,119629,14991100,2020,NA,Chen MH,NA,public,1,NA,32888493,0,East Asian,NA,HG19/GRCh37,NA,NA,NA,NA,NA,NA
34615,met-d-VLDL_size,Average diameter for VLDL particles,115078,12321875,2020,NA,Borges CM,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
34622,ukb-d-22607_0,Workplace very cold: Rarely/never,90696,13566907,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,77053,13643,NA
34624,ukb-b-10382,PCT where patients GP was registered: NORTH STAFFORDSHIRE PCT,463010,9851867,2018,MRC-IEU,Ben Elsworth,41230#5PH: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,2990,460020,NA
34625,ebi-a-GCST006867,Type 2 diabetes,655666,5030727,2018,NA,Xue A,NA,public,1,NA,30054458,0,European,logOR,HG19/GRCh37,NA,NA,NA,61714,1178,NA
34635,ukb-b-9764,Operative procedures - main OPCS: S06.8 Other specified other excision of lesion of skin,463010,9851867,2018,MRC-IEU,Ben Elsworth,41200#S068: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,3496,459514,NA
34643,ukb-a-128,Treatment/medication code: tramadol,337159,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,3724,333435,NA
34654,ukb-b-501,Diagnoses - main ICD10: L82 Seborrhoeic keratosis,463010,9851867,2018,MRC-IEU,Ben Elsworth,41202#L82: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1957,461053,NA
34667,ukb-b-12621,"Ever had stillbirth, spontaneous miscarriage or termination",247180,9851867,2018,MRC-IEU,Ben Elsworth,2774: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,79047,168133,NA
34668,ukb-d-C3_BREAST_3,Malignant neoplasm of breast,361194,13217865,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,9721,351473,NA
34680,ukb-a-479,Types of transport used (excluding work): Walk,335650,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,165354,170296,NA
34686,ukb-b-7135,Treatment speciality of consultant (recoded): General surgery,449925,9851867,2018,MRC-IEU,Ben Elsworth,41246#1530: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,110264,339661,NA
34699,ukb-d-I9_CHD_NOREV,Major coronary heart disease event excluding revascularizations,361194,13295130,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,10157,351037,NA
34703,ukb-b-16348,PCT where patients GP was registered: CENTRAL LIVERPOOL PCT,463010,9851867,2018,MRC-IEU,Ben Elsworth,41230#5HA: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,2381,460629,NA
34707,ebi-a-GCST003392,Parental longevity (father's age at death),63775,9481847,2016,NA,Pilling LC,NA,public,1,NA,27015805,0,European,NA,HG19/GRCh37,NA,NA,NA,NA,NA,NA
34719,ukb-b-13932,Duration of vigorous activity,251501,9851867,2018,MRC-IEU,Ben Elsworth,914: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
34724,ukb-b-13532,"Non-cancer illness code, self-reported: thyroid problem (not cancer)",462933,9851867,2018,MRC-IEU,Ben Elsworth,20002#1224: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1210,461723,NA
34731,ukb-b-18366,Diagnoses - main ICD10: I26.9 Pulmonary embolism without mention of acute cor pulmonale,463010,9851867,2018,MRC-IEU,Ben Elsworth,41202#I269: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1846,461164,NA
34756,ukb-a-508,Number of days/week of moderate physical activity 10+ minutes,321309,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,NA,NA,NA
34765,ukb-d-N13,Diagnoses - main ICD10: N13 Obstructive and reflux uropathy,361194,9916449,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,1359,359835,NA
34793,ukb-b-1386,Diagnoses - main ICD10: K21.9 Gastro-oesophageal reflux disease without oesophagitis,463010,9851867,2018,MRC-IEU,Ben Elsworth,41202#K219: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,4651,458359,NA
34796,ukb-b-3759,Treatment speciality of consultant (recoded): Gynaecology,447061,9851867,2018,MRC-IEU,Ben Elsworth,41246#1580: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,60451,386610,NA
34803,ukb-d-L02,"Diagnoses - main ICD10: L02 Cutaneous abscess, furuncle and carbuncle",361194,10267743,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,1697,359497,NA
34807,ukb-b-15326,Vitamin and/or mineral supplement use: Multivitamin with iron,64949,9851867,2018,MRC-IEU,Ben Elsworth,20084#469: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1628,63321,NA
34809,met-d-Acetone,Acetone,115067,12321875,2020,NA,Borges CM,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
34812,ukb-b-8906,Knee pain for 3+ months,97889,9851867,2018,MRC-IEU,Ben Elsworth,3773: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,76910,20979,NA
34813,ukb-b-4171,Leisure/social activities: Pub or social club,461369,9851867,2018,MRC-IEU,Ben Elsworth,6160#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,125532,335837,NA
34826,bbj-a-81,Smoking behaviors : Smoking cessation,76047,5961480,2019,NA,Ishigaki K,NA,public,1,Males and Females,31089300,0,East Asian,NA,HG19/GRCh37,Binary,NA,NA,43163,32884,NA
34853,ukb-b-1707,Average weekly spirits intake,326565,9851867,2018,MRC-IEU,Ben Elsworth,1598: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Categorical Ordered,NA,NA,NA,NA,NA
34866,ukb-a-119,Treatment/medication code: isosorbide dinitrate,337159,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,81,337078,NA
34872,ukb-a-278,Leg fat percentage (left),331278,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,NA,NA,NA
34875,ukb-b-15074,Operative procedures - main OPCS: C12.4 Curettage of lesion of eyelid,463010,9851867,2018,MRC-IEU,Ben Elsworth,41200#C124: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1484,461526,NA
34884,ukb-b-4843,Types of spreads/sauces consumed: Other sauce,64949,9851867,2018,MRC-IEU,Ben Elsworth,20088#350: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,2930,62019,NA
34887,ukb-a-404,Current employment status: In paid employment or self-employed,336252,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,190779,145473,NA
34895,ukb-b-16641,Diagnoses - secondary ICD10: Z90.1 Acquired absence of breast(s),463010,9851867,2018,MRC-IEU,Ben Elsworth,41204#Z901: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,1661,461349,NA
34897,ukb-b-10810,Operative procedures - main OPCS: S06.5 Excision of lesion of skin of head or neck NEC,463010,9851867,2018,MRC-IEU,Ben Elsworth,41200#S065: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,10371,452639,NA
34909,ukb-b-18200,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: None of the above",462013,9851867,2018,MRC-IEU,Ben Elsworth,6152#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,314035,147978,NA
34913,ukb-a-568,Diagnoses - main ICD10: M25 Other joint disorders  not elsewhere classified,337199,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,4908,332291,NA
34933,ukb-b-11452,6mm strong meridian (right),84303,9851867,2018,MRC-IEU,Ben Elsworth,5133: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
34949,ukb-b-8988,Diagnoses - main ICD10: K80.1 Calculus of gallbladder with other cholecystitis,463010,9851867,2018,MRC-IEU,Ben Elsworth,41202#K801: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,3932,459078,NA
34953,ukb-b-3469,"Diagnoses - main ICD10: I21.9 Acute myocardial infarction, unspecified",463010,9851867,2018,MRC-IEU,Ben Elsworth,41202#I219: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,2321,460689,NA
34964,ukb-b-13832,Treatment/medication code: co-dydramol,462933,9851867,2018,MRC-IEU,Ben Elsworth,20003#1140923350: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,2911,460022,NA
34973,ieu-a-92,Obesity class 3,50364,2250779,2013,GIANT,Berndt SI,NA,public,1,Males and Females,23563607,1,European,log odds,HG19/GRCh37,Risk factor,Anthropometric,NA,2896,47468,NA
34980,ukb-a-325,Bilateral oophorectomy (both ovaries removed),178676,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,14702,163974,NA
34982,ieu-a-961,Cigarettes smoked per day,68028,2459119,2010,TAG,Furberg,NA,public,1,Males and Females,20418890,1,European,Cigarettes per day,HG19/GRCh37,Risk factor,Behavioural,NA,NA,NA,11.69784541
34989,ukb-a-105,Non-cancer illness code  self-reported: rheumatoid arthritis,337159,10894596,2017,Neale Lab,Neale,NA,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,NA,NA,NA,3730,333429,NA
34991,ukb-d-22617_3563,Job SOC coding: Vocational and industrial trainers and instructors,91149,9321280,2018,NA,Neale lab,NA,public,1,Males and Females,NA,0,European,NA,HG19/GRCh37,Binary,NA,NA,1015,90134,NA
34993,ieu-a-782,Total cholesterol,92260,120794,2013,GLGC,Willer CJ,Metabo-chip,public,1,Males and Females,24097068,2,Mixed,SD (mg/dL),HG19/GRCh37,Risk factor,Lipid,NA,NA,NA,41.75071927
35004,ukb-b-19060,Hearing aid user,280546,9851867,2018,MRC-IEU,Ben Elsworth,3393: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Binary,NA,NA,14048,266498,NA
35006,ukb-b-9487,Age started hormone-replacement therapy (HRT),87834,9851867,2018,MRC-IEU,Ben Elsworth,3536: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,Males and Females,NA,1,European,SD,HG19/GRCh37,Continuous,NA,NA,NA,NA,NA
